"Region","Median.Sale.Price","Median.Sale.Price.MoM","Median.Sale.Price.YoY","Homes.Sold","Homes.Sold.MoM","Homes.Sold.YoY","New.Listings","New.Listings.MoM","New.Listings.YoY","Inventory","Inventory.MoM","Inventory.YoY","Days.on.Market","Days.on.Market.MoM","Days.on.Market.YoY","Average.Sale.To.List","Average.Sale.To.List.MoM","Average.Sale.To.List.YoY","DATE","CSUSHPISA","MEDSQUFEEUS","MEDSQUFEE14460","MEDSQUFEE16980","MEDSQUFEE6037","MEDSQUFEE42101","MEDSQUFEE42660","MEDSQUFEE47900","UNRATE.y","T10Y2Y.y","MORTGAGE30US.y","UMCSENT.y","Sold.Inventory.Ratio","Market.Type"
"Philadelphia, PA metro area","$237K","0.70%","10.20%",1733,"-7.60%","9.80%","2,124","-4.80%","-17.50%",4665,"-4.20%","-18.60%",42,2,-16,"97.70%","-0.10%","1.40%","02/01/21","242.428","1796","1652","1679","1759","1220","1678","1606",6.2,1.14263157894737,2.81,76.8,37.1489817792069,"Seller"
"Philadelphia, PA metro area","$258K","8.90%","9.80%",2265,"30.70%","25.30%","3,311","55.90%","32.50%",4881,"4.60%","-14.70%",39,-3,-6,"98.50%","0.80%","1.50%","03/01/21","245.541","1800","1664","1676","1756","1224","1748","1673",6.1,1.46391304347826,3.0825,84.9,46.4044253226798,"Seller"
"Philadelphia, PA metro area","$265K","2.70%","7.70%",2508,"10.70%","68.20%","3,618","9.30%","258.60%",5229,"7.10%","-1.50%",32,-7,-7,"99.10%","0.60%","1.30%","04/01/21","249.125","1809","1668","1692","1762","1228","1773","1741",6.1,1.47181818181818,3.06,88.3,47.9632816982215,"Seller"
"Philadelphia, PA metro area","$268K","1.00%","14.60%",2531,"0.90%","127.60%","3,358","-7.20%","50.90%",5376,"2.80%","-7.40%",27,-5,-15,"99.80%","0.70%","3.00%","05/01/21","253.419","1823","1693","1700","1775","1238","1800","1808",5.8,1.466,2.9625,82.9,47.0796130952381,"Seller"
"Philadelphia, PA metro area","$280K","4.60%","12.00%",3132,"23.70%","101.30%","3,434","2.30%","10.00%",5604,"4.20%","-7.60%",25,-2,-21,"100.00%","0.30%","2.70%","06/01/21","258.246","1826","1711","1726","1754","1264","1820","1820",5.9,1.31636363636364,2.975,85.5,55.8886509635974,"Seller"
"Philadelphia, PA metro area","$275K","-1.80%","11.80%",2741,"-12.50%","8.70%","3,245","-5.50%","-1.00%",6093,"8.70%","0.30%",26,1,-14,"100.20%","0.20%","2.20%","07/01/21","262.616","1826","1711","1728","1730","1254","1824","1816",5.4,1.09904761904762,2.868,81.2,44.9860495650747,"Seller"
"Philadelphia, PA metro area","$270K","-1.80%","10.20%",2560,"-6.60%","0.70%","2,995","-7.70%","-4.60%",6088,"-0.10%","-0.40%",28,2,-7,"99.70%","-0.50%","1.40%","08/01/21","266.582","1821","1710","1702","1703","1254","1825","1817",5.1,1.06590909090909,2.8425,70.3,42.0499342969777,"Seller"
"Philadelphia, PA metro area","$260K","-3.70%","7.20%",2415,"-5.70%","-3.60%","3,071","2.50%","-3.20%",6414,"5.40%","2.00%",33,5,0,"99.10%","-0.60%","1.00%","09/01/21","270.166","1813","1685","1690","1694","1257","1856","1786",4.7,1.13380952380952,2.9,72.8,37.6520112254443,"Seller"
"Philadelphia, PA metro area","$260K","0.00%","9.70%",2294,"-5.00%","-10.20%","2,929","-4.60%","-7.80%",6334,"-1.20%","0.40%",37,4,3,"98.60%","-0.50%","0.30%","10/01/21","273.546","1805","1656","1670","1696","1256","1846","1754",4.5,1.19,3.0675,71.7,36.2172402904957,"Seller"
"Philadelphia, PA metro area","$265K","1.90%","8.20%",2386,"4.00%","4.10%","2,359","-19.50%","1.00%",5811,"-8.30%","-2.20%",37,0,4,"98.70%","0.10%","0.20%","11/01/21","277.262","1799","1630","1642","1695","1253","1825","1690",4.1,1.0515,3.0675,67.4,41.0600585097229,"Seller"
"Philadelphia, PA metro area","$256K","-3.40%","6.70%",2509,"5.20%","4.80%","1,668","-29.30%","-0.80%",4892,"-15.80%","-2.50%",40,3,5,"98.60%","-0.10%","0.50%","12/01/21","281.486","1787","1649","1602","1696","1237","1794","1666",3.9,0.785,3.098,70.6,51.2878168438267,"Seller"
"Philadelphia, PA metro area","$250K","-2.30%","6.30%",2055,"-18.10%","9.50%","2,085","25.00%","-6.50%",4568,"-6.60%","-6.20%",46,6,6,"98.20%","-0.40%","0.30%","01/01/22","286.172","1776","1650","1600","1671","1238","1793","1620",4,0.7835,3.445,67.2,44.9868651488616,"Seller"
"Philadelphia, PA metro area","$250K","0.00%","5.50%",1806,"-12.10%","4.20%","2,540","21.80%","19.60%",4637,"1.50%","-0.60%",49,3,7,"98.20%","0.00%","0.50%","02/01/22","291.242","1781","1663","1600","1673","1238","1820","1678",3.8,0.498947368421053,3.7625,62.8,38.9475954280785,"Seller"
"Philadelphia, PA metro area","$265K","6.00%","2.70%",2462,"36.30%","8.70%","3,355","32.10%","1.30%",4943,"6.60%","1.30%",35,-14,-4,"99.00%","0.80%","0.50%","03/01/22","296.512","1795","1673","1624","1691","1241","1888","1750",3.6,0.218260869565217,4.172,59.4,49.8078090228606,"Seller"
"Philadelphia, PA metro area","$275K","3.80%","3.80%",2363,"-4.00%","-5.80%","3,381","0.80%","-6.60%",5430,"9.90%","3.80%",29,-6,-3,"99.70%","0.70%","0.60%","04/01/22","300.584","1812","1685","1656","1699","1247","1964","1846",3.7,0.2095,4.9825,65.2,43.5174953959484,"Seller"
"Philadelphia, PA metro area","$288K","4.50%","7.40%",2536,"7.30%","0.20%","3,174","-6.10%","-5.50%",5685,"4.70%","5.70%",26,-3,-1,"100.30%","0.60%","0.50%","05/01/22","303.704","1852","1788","1700","1695","1260","2068","1929",3.6,0.281428571428571,5.23,58.4,44.608619173263,"Seller"
"Philadelphia, PA metro area","$297K","3.30%","6.10%",2757,"8.70%","-12.00%","3,415","7.60%","-0.60%",6257,"10.10%","11.70%",27,1,2,"100.20%","-0.10%","0.20%","06/01/22","304.468","1876","1813","1725","1706","1269","2050","1964",3.6,0.145238095238095,5.522,50,44.062649832188,"Seller"
"Philadelphia, PA metro area","$280K","-5.70%","1.80%",2201,"-20.20%","-19.70%","2,756","-19.30%","-15.10%",6489,"3.70%","6.50%",30,3,4,"99.70%","-0.50%","-0.50%","07/01/22","303.505","1880","1825","1733","1674","1268","2040","1988",3.5,-0.14,5.4125,51.5,33.9189397441825,"Seller"
"Philadelphia, PA metro area","$275K","-1.80%","1.90%",2215,"0.60%","-13.50%","2,551","-7.40%","-14.80%",6417,"-1.10%","5.40%",32,2,4,"98.80%","-0.90%","-1.00%","08/01/22","301.029","1877","1832","1725","1669","1260","2026","1968",3.6,-0.352173913,5.2225,58.2,34.5176873928627,"Seller"
"Philadelphia, PA metro area","$259K","-5.70%","-0.30%",1958,"-11.60%","-18.90%","2,610","2.30%","-15.00%",6580,"2.50%","2.60%",40,8,7,"97.90%","-0.90%","-1.30%","09/01/22","299.006","1873","1815","1709","1668","1262","2010","1935",3.5,-0.337619048,6.112,58.6,29.7568389057751,"Seller"
"Philadelphia, PA metro area","$256K","-1.30%","-1.50%",1745,"-10.90%","-23.90%","2,364","-9.40%","-19.30%",6563,"-0.30%","3.60%",38,-2,1,"97.70%","-0.10%","-0.90%","10/01/22","298.612","1874","1813","1710","1662","1269","1970","1956",3.6,-0.3915,6.9,59.9,26.5884504037788,"Seller"
